split,formula,reaction,n_atoms,dft_reactant_energy_eV,dft_transition_state_energy_eV,dft_product_energy_eV,mace_reactant_energy_eV,mace_transition_state_energy_eV,mace_product_energy_eV,dft_forward_barrier_eV,mace_forward_barrier_eV,forward_barrier_error_eV,dft_reaction_energy_eV,mace_reaction_energy_eV,reaction_energy_error_eV,dft_reverse_barrier_eV,mace_reverse_barrier_eV,reverse_barrier_error_eV
train,C2H2N4,rxn0829,8,-8061.41708669696,-8057.854699947647,-8059.5679052716605,-8061.5546875,-8057.90966796875,-8059.58447265625,3.562386749313191,3.64501953125,0.0826327819368089,1.8491814252993208,1.97021484375,0.12103341845067916,1.7132053240138703,1.6748046875,-0.03840063651387027
train,C2H2N4,rxn0830,8,-8061.417086696443,-8055.4776791078875,-8058.371784816951,-8061.5546875,-8055.6728515625,-8058.39599609375,5.939407588555696,5.8818359375,-0.05757165105569584,3.045301879492399,3.15869140625,0.11338952675760083,2.8941057090632967,2.72314453125,-0.17096117781329667
train,C2H2N4,rxn0831,8,-8061.41708669696,-8057.8176475762475,-8058.767776575682,-8061.5546875,-8057.7939453125,-8058.67919921875,3.5994391207123044,3.7607421875,0.16130306678769557,2.6493101212781767,2.87548828125,0.22617815997182333,0.9501289994341278,0.88525390625,-0.06487509318412776
train,C2H2N4,rxn0832,8,-8061.41708669696,-8058.402457181857,-8058.8546285042075,-8061.5546875,-8058.3818359375,-8058.90576171875,3.0146295151025697,3.1728515625,0.1582220473974303,2.562458192752274,2.64892578125,0.08646758849772596,0.45217132235029567,0.52392578125,0.07175445889970433
train,C2H2N4,rxn0833,8,-8061.417086696443,-8057.822090492306,-8059.200598425822,-8061.5546875,-8057.87548828125,-8059.12255859375,3.5949962041368053,3.67919921875,0.08420301461319468,2.2164882706210847,2.43212890625,0.21564063562891533,1.3785079335157207,1.2470703125,-0.13143762101572065
train,C2H2N4,rxn0834,8,-8061.41708669696,-8059.234728680219,-8062.473516423805,-8061.5546875,-8059.2626953125,-8062.310546875,2.182358016741091,2.2919921875,0.10963417075890902,-1.0564297268456357,-0.755859375,0.30057035184563574,3.2387877435867267,3.0478515625,-0.19093618108672672
train,C2H2N4,rxn0835,8,-8061.417086696443,-8057.3444793367835,-8059.488419049704,-8061.5546875,-8057.45703125,-8059.6640625,4.072607359659742,4.09765625,0.025048890340258367,1.9286676467390862,1.890625,-0.038042646739086194,2.1439397129206554,2.20703125,0.06309153707934456
train,C2H2N4,rxn2603,8,-8060.496880369916,-8057.7301421776865,-8059.570022995193,-8060.689453125,-8057.84326171875,-8059.48583984375,2.7667381922292407,2.84619140625,0.07945321402075933,0.926857374723113,1.20361328125,0.276755906526887,1.8398808175061276,1.642578125,-0.19730269250612764
train,C2H2N4,rxn2604,8,-8060.4968803687725,-8059.176971022334,-8059.783447959785,-8060.689453125,-8059.1826171875,-8059.9658203125,1.3199093464381804,1.5068359375,0.18692659106181964,0.7134324089875008,0.7236328125,0.010200403512499179,0.6064769374506795,0.783203125,0.17672618754932046
train,C2H2N4,rxn9029,8,-8061.41708669696,-8057.137378549463,-8060.560256796831,-8061.5546875,-8057.10595703125,-8060.64697265625,4.279708147496422,4.44873046875,0.1690223212535784,0.8568299001290143,0.90771484375,0.05088494362098572,3.4228782473674073,3.541015625,0.11813737763259269
train,C2H2O2,rxn3279,6,-6197.553275415229,-6194.710994822814,-6195.076810436044,-6197.76806640625,-6194.7880859375,-6195.2958984375,2.8422805924146815,2.97998046875,0.13769987633531855,2.476464979185039,2.47216796875,-0.004297010435038828,0.3658156132296426,0.5078125,0.14199688677035738
train,C2H3N,rxn2857,6,-3611.2870026377705,-3608.4315061042084,-3610.244696797599,-3611.38330078125,-3608.572021484375,-3610.31298828125,2.855496533562018,2.811279296875,-0.04421723668701816,1.0423058401715934,1.0703125,0.028006659828406555,1.8131906933904247,1.740966796875,-0.07222389651542471
train,C2H3N,rxn2858,6,-3611.2870026377705,-3606.687398733639,-3610.001185225104,-3611.38330078125,-3606.844970703125,-3610.0595703125,4.599603904131527,4.538330078125,-0.06127382600652709,1.285817412666347,1.32373046875,0.03791305608365292,3.31378649146518,3.214599609375,-0.09918688209018
train,C2H3N3,rxn0295,8,-6589.463616316201,-6586.968223824993,-6588.434147199953,-6589.4365234375,-6586.9072265625,-6588.34912109375,2.4953924912078946,2.529296875,0.033904383792105364,1.0294691162480376,1.08740234375,0.05793322750196239,1.465923374959857,1.44189453125,-0.02402884370985703
train,C2H3N3,rxn0296,8,-6589.463616319929,-6585.606364324778,-6585.906801483191,-6589.4365234375,-6585.65771484375,-6585.97119140625,3.857251995151273,3.77880859375,-0.07844340140127315,3.55681483673834,3.46533203125,-0.09148280548834009,0.30043715841293306,0.3134765625,0.013039404087066941
train,C2H3N3,rxn0297,8,-6589.463616319929,-6587.873170072252,-6588.241449519559,-6589.4365234375,-6587.806640625,-6588.18212890625,1.5904462476773915,1.6298828125,0.03943656482260849,1.2221668003703599,1.25439453125,0.03222773087964015,0.36827944730703166,0.37548828125,0.00720883394296834
train,C2H3N3,rxn0298,8,-6589.463616319929,-6585.112279399991,-6585.997240395807,-6589.4365234375,-6585.13720703125,-6586.1328125,4.351336919938149,4.29931640625,-0.05202051368814864,3.466375924122076,3.3037109375,-0.16266498662207596,0.8849609958160727,0.99560546875,0.11064447293392732
train,C2H3N3,rxn0299,8,-6589.463616316201,-6583.9485339285975,-6586.880537879049,-6589.4365234375,-6584.0,-6586.83544921875,5.5150823876037975,5.4365234375,-0.07855895010379754,2.5830784371519258,2.60107421875,0.017995781598074245,2.932003950451872,2.83544921875,-0.09655473170187179
train,C2H3N3,rxn0300,8,-6589.463616319929,-6587.190449260729,-6589.686958715985,-6589.4365234375,-6587.15625,-6589.69775390625,2.2731670592002047,2.2802734375,0.007106378299795324,-0.22334239605606854,-0.26123046875,-0.03788807269393146,2.496509455256273,2.54150390625,0.04499445099372679
train,C2H3N3,rxn0301,8,-6589.463616316201,-6585.425660369282,-6587.5227582157395,-6589.4365234375,-6585.41845703125,-6587.51416015625,4.037955946919283,4.01806640625,-0.019889540669282724,1.94085810046181,1.92236328125,-0.018494819211809954,2.0970978464574728,2.095703125,-0.0013947214574727695
train,C2H3N3,rxn0989,8,-6589.908649713515,-6585.098682348825,-6586.701287887367,-6589.82861328125,-6585.0859375,-6586.6787109375,4.8099673646902374,4.74267578125,-0.06729158344023745,3.2073618261483716,3.14990234375,-0.05745948239837162,1.6026055385418658,1.5927734375,-0.009832101041865826
train,C2H3N3,rxn0990,8,-6589.908649719665,-6587.4813464087865,-6588.9947705693785,-6589.82861328125,-6587.369140625,-6588.84375,2.4273033108784148,2.45947265625,0.03216934537158522,0.9138791502864478,0.98486328125,0.07098413096355216,1.513424160591967,1.474609375,-0.03881478559196694
train,C2H3N3,rxn0991,8,-6589.908649719665,-6586.773939548872,-6587.039600088427,-6589.82861328125,-6586.6962890625,-6586.96923828125,3.134710170793369,3.13232421875,-0.0023859520433688886,2.8690496312383402,2.859375,-0.009674631238340226,0.26566053955502866,0.27294921875,0.007288679194971337
train,C2H3N3,rxn0992,8,-6589.908649719665,-6586.7700832853425,-6588.978315266062,-6589.82861328125,-6586.59130859375,-6588.79833984375,3.138566434322456,3.2373046875,0.09873825317754381,0.9303344536028817,1.0302734375,0.0999389838971183,2.2082319807195745,2.20703125,-0.0012007307195744943
train,C2H3N3,rxn0993,8,-6589.908649719665,-6585.412497808358,-6588.758940865201,-6589.82861328125,-6585.35302734375,-6588.8359375,4.496151911306697,4.4755859375,-0.020565973806697002,1.1497088544638245,0.99267578125,-0.15703307321382454,3.3464430568428725,3.48291015625,0.13646709940712753
train,C2H3N3,rxn0994,8,-6589.908649719665,-6585.6259202173105,-6585.753255722536,-6589.82861328125,-6585.61181640625,-6585.8935546875,4.282729502354414,4.216796875,-0.06593262735441385,4.155393997129067,3.93505859375,-0.22033540337906743,0.12733550522534642,0.28173828125,0.15440277602465358
train,C2H3N3,rxn2803,8,-6590.225544483533,-6585.965371612653,-6587.933382266463,-6590.14892578125,-6585.78173828125,-6587.759765625,4.2601728708796145,4.3671875,0.10701462912038551,2.2921622170697447,2.38916015625,0.09699793918025534,1.9680106538098698,1.97802734375,0.010016689940130163
train,C2H3N3,rxn2804,8,-6590.225544484892,-6587.73731406461,-6588.995048472788,-6590.14892578125,-6587.60888671875,-6588.84423828125,2.488230420282889,2.5400390625,0.0518086422171109,1.2304960121045951,1.3046875,0.07419148789540486,1.257734408178294,1.2353515625,-0.02238284567829396
train,C2H3N3,rxn2805,8,-6590.225544483533,-6586.810091401219,-6588.978237823764,-6590.14892578125,-6586.666015625,-6588.798828125,3.4154530823134337,3.48291015625,0.0674570739365663,1.247306659768583,1.35009765625,0.1027909964814171,2.168146422544851,2.1328125,-0.03533392254485079
train,C2H3N3,rxn2806,8,-6590.225544484892,-6586.334642062339,-6587.652410647515,-6590.14892578125,-6586.27685546875,-6587.67138671875,3.890902422553154,3.8720703125,-0.018832110053153883,2.5731338373770996,2.4775390625,-0.09559477487709955,1.3177685851760543,1.39453125,0.07676266482394567
train,C2H3N3,rxn2807,8,-6590.225544483533,-6583.909683393898,-6585.948866011974,-6590.14892578125,-6583.86328125,-6586.08642578125,6.315861089634382,6.28564453125,-0.030216558384381642,4.2766784715586255,4.0625,-0.21417847155862546,2.039182618075756,2.22314453125,0.18396191317424382
train,C2H3N3,rxn2808,8,-6590.225544483533,-6585.775914345577,-6586.401518885543,-6590.14892578125,-6585.6904296875,-6586.45947265625,4.4496301379558645,4.45849609375,0.008865955794135516,3.8240255979899302,3.689453125,-0.13457247298993025,0.6256045399659342,0.76904296875,0.14343842878406576
train,C2H3N3,rxn2809,8,-6590.225544483533,-6586.226486279176,-6589.174049489758,-6590.14892578125,-6586.14208984375,-6588.98974609375,3.9990582043565155,4.0068359375,0.007777733143484511,1.0514949937751226,1.1591796875,0.10768469372487743,2.947563210581393,2.84765625,-0.09990696058139292
train,C2H3N3,rxn2810,8,-6590.225544484892,-6584.807319369431,-6585.144853056575,-6590.14892578125,-6584.93505859375,-6585.19677734375,5.41822511546161,5.2138671875,-0.20435792796160968,5.08069142831755,4.9521484375,-0.12854299081755016,0.3375336871440595,0.26171875,-0.07581493714405951
train,C2H3N3,rxn2811,8,-6590.225544484892,-6586.02737909618,-6587.942672563562,-6590.14892578125,-6585.9541015625,-6587.83544921875,4.198165388712368,4.19482421875,-0.00334116996236844,2.2828719213302975,2.3134765625,0.030604641169702518,1.915293467382071,1.88134765625,-0.03394581113207096
train,C2H3N3,rxn3262,8,-6589.686510374033,-6587.1911083470295,-6589.463853138064,-6589.69873046875,-6587.15625,-6589.4365234375,2.495402027003365,2.54248046875,0.04707844174663478,0.22265723596865428,0.26220703125,0.03954979528134572,2.272744791034711,2.2802734375,0.007528646465289057
train,C2H3N3,rxn3263,8,-6589.686510373272,-6585.601946055839,-6586.306130215115,-6589.69873046875,-6585.5859375,-6586.28076171875,4.084564317432523,4.11279296875,0.02822865131747676,3.3803801581561856,3.41796875,0.037588591843814356,0.7041841592763376,0.69482421875,-0.009359940526337596
train,C2H3N3,rxn3264,8,-6589.686510373272,-6585.732692234501,-6587.2026564258895,-6589.69873046875,-6585.7275390625,-6587.17578125,3.9538181387706572,3.97119140625,0.017373267479342758,2.4838539473821584,2.52294921875,0.03909527136784163,1.4699641913884989,1.4482421875,-0.021722003888498875
train,C2H3N3,rxn3265,8,-6589.686510373272,-6585.733173232348,-6587.388964078055,-6589.69873046875,-6585.72802734375,-6587.4345703125,3.953337140923395,3.970703125,0.017365984076604946,2.297546295216307,2.26416015625,-0.033386138966307044,1.655790845707088,1.70654296875,0.05075212304291199
train,C2H3N3O,rxn0000,9,-8634.722421117682,-8632.295162373204,-8633.290823628562,-8634.69140625,-8632.701171875,-8633.4501953125,2.4272587444775127,1.990234375,-0.43702436947751266,1.4315974891196674,1.2412109375,-0.19038655161966744,0.9956612553578452,0.7490234375,-0.24663781785784522
train,C2H3N3O,rxn0001,9,-8634.722421117682,-8631.149461739384,-8633.340283953505,-8634.69140625,-8631.275390625,-8633.45703125,3.5729593782980373,3.416015625,-0.15694375329803734,1.3821371641770384,1.234375,-0.14776216417703836,2.190822214120999,2.181640625,-0.009181589120998979
train,C2H3N3O,rxn0012,9,-8636.746413647603,-8633.946377129567,-8634.969283824177,-8636.720703125,-8633.9755859375,-8634.947265625,2.800036518035995,2.7451171875,-0.05491933053599496,1.7771298234256392,1.7734375,-0.003692323425639188,1.0229066946103558,0.9716796875,-0.05122700711035577
train,C2H3N3O,rxn0013,9,-8636.746413647603,-8634.330823333265,-8636.678043515836,-8636.720703125,-8634.3388671875,-8636.6748046875,2.41559031433826,2.3818359375,-0.033754376838260214,0.06837013176664186,0.0458984375,-0.022471694266641862,2.3472201825716184,2.3359375,-0.011282682571618352
train,C2H3N3O,rxn0014,9,-8636.746413647603,-8632.989251748793,-8635.979165736782,-8636.720703125,-8632.990234375,-8635.84375,3.7571618988094997,3.73046875,-0.02669314880949969,0.7672479108205152,0.876953125,0.10970521417948476,2.9899139879889844,2.853515625,-0.13639836298898445
train,C2H3N3O,rxn0015,9,-8636.746413651332,-8634.692956345434,-8637.127038123512,-8636.720703125,-8634.6806640625,-8637.12109375,2.0534573058976093,2.0400390625,-0.01341824339760933,-0.3806244721799885,-0.400390625,-0.019766152820011484,2.434081778077598,2.4404296875,0.006347909422402154
train,C2H3N3O,rxn0016,9,-8636.746413647603,-8631.613813954657,-8633.461090603125,-8636.720703125,-8631.7548828125,-8633.580078125,5.1325996929463145,4.9658203125,-0.16677938044631446,3.285323044477991,3.140625,-0.14469804447799106,1.8472766484683234,1.8251953125,-0.0220813359683234
train,C2H3N3O,rxn0017,9,-8636.746413647603,-8631.007810402667,-8631.29446086114,-8636.720703125,-8631.232421875,-8631.349609375,5.738603244935803,5.48828125,-0.25032199493580265,5.451952786463153,5.37109375,-0.08085903646315273,0.2866504584726499,0.1171875,-0.16946295847264992
train,C2H3N3O,rxn0018,9,-8636.746413647603,-8633.104383777523,-8633.541806065403,-8636.720703125,-8633.224609375,-8633.669921875,3.6420298700795684,3.49609375,-0.14593612007956835,3.2046075821999693,3.05078125,-0.15382633219996933,0.437422287879599,0.4453125,0.007890212120400975
train,C2H3N3O,rxn0019,9,-8636.746413647603,-8632.232272125266,-8633.570624193457,-8636.720703125,-8632.4072265625,-8633.6279296875,4.514141522337013,4.3134765625,-0.20066495983701316,3.17578945414607,3.0927734375,-0.08301601664607006,1.338352068190943,1.220703125,-0.1176489431909431
train,C2H3N3O,rxn0331,9,-8636.660733526041,-8632.38112702782,-8633.229178475469,-8636.6787109375,-8632.5478515625,-8633.3681640625,4.279606498221256,4.130859375,-0.1487471232212556,3.4315550505725696,3.310546875,-0.1210081755725696,0.848051447648686,0.8203125,-0.027738947648686008
train,C2H3N3O,rxn0332,9,-8636.660733526041,-8632.1937124365,-8633.490388780845,-8636.6787109375,-8632.3046875,-8633.6435546875,4.467021089541959,4.3740234375,-0.09299765204195864,3.1703447451964166,3.03515625,-0.13518849519641662,1.296676344345542,1.3388671875,0.04219084315445798
train,C2H3N3O,rxn0333,9,-8636.660733520137,-8634.143566413557,-8636.414410692385,-8636.6787109375,-8634.1669921875,-8636.4658203125,2.5171671065800183,2.51171875,-0.005448356580018299,0.2463228277520102,0.212890625,-0.0334322027520102,2.270844278828008,2.298828125,0.0279838461719919
train,C2H3N3O,rxn0334,9,-8636.660733520137,-8631.94970895333,-8632.306948449213,-8636.6787109375,-8632.0244140625,-8632.3525390625,4.711024566806373,4.654296875,-0.056727691806372604,4.35378507092355,4.326171875,-0.027613195923549938,0.35723949588282267,0.328125,-0.029114495882822666
train,C2H3N3O,rxn0335,9,-8636.660733526041,-8632.292747799655,-8634.32581915913,-8636.6787109375,-8632.236328125,-8634.22265625,4.367985726386905,4.4423828125,0.0743970861130947,2.334914366911107,2.4560546875,0.12114032058889279,2.033071359475798,1.986328125,-0.04674323447579809
train,C2H3N3O,rxn0336,9,-8636.660733520137,-8634.29146603725,-8636.446533584985,-8636.6787109375,-8634.2822265625,-8636.529296875,2.369267482887153,2.396484375,0.027216892112846836,0.2141999351515551,0.1494140625,-0.06478587265155511,2.155067547735598,2.2470703125,0.09200276476440195
train,C2H3N3O,rxn0337,9,-8636.660733526041,-8629.128307146817,-8630.697622492407,-8636.6787109375,-8629.384765625,-8630.9794921875,7.532426379224489,7.2939453125,-0.2384810667244892,5.96311103363405,5.69921875,-0.2638922836340498,1.5693153455904394,1.5947265625,0.025411216909560608
train,C2H3N3O,rxn0338,9,-8636.660733526041,-8634.348580672859,-8635.641680556275,-8636.6787109375,-8634.306640625,-8635.5546875,2.3121528531828517,2.3720703125,0.059917459317148314,1.0190529697665625,1.1240234375,0.10497046773343754,1.2930998834162892,1.248046875,-0.04505300841628923
train,C2H3N3O,rxn1693,9,-8636.154679869387,-8633.83157011812,-8636.866212592116,-8636.1435546875,-8633.7744140625,-8636.65234375,2.3231097512671113,2.369140625,0.04603087373288872,-0.7115327227293164,-0.5087890625,0.20274366022931645,3.0346424739964277,2.8779296875,-0.15671278649642773
train,C2H3N3O,rxn1694,9,-8636.154679869387,-8633.081107849033,-8634.393331898793,-8636.1435546875,-8633.1318359375,-8634.322265625,3.073572020353822,3.01171875,-0.061853270353822154,1.7613479705942154,1.8212890625,0.05994109190578456,1.3122240497596067,1.1904296875,-0.12179436225960671
train,C2H3N3O,rxn1695,9,-8636.154679869387,-8631.053773444684,-8635.013691105893,-8636.1435546875,-8631.34765625,-8635.1240234375,5.100906424702771,4.7958984375,-0.3050079872027709,1.1409887634945335,1.01953125,-0.12145751349453349,3.9599176612082374,3.7763671875,-0.1835504737082374
train,C2H3N3O,rxn1696,9,-8636.154679869387,-8632.142512871058,-8632.623749069822,-8636.1435546875,-8632.1318359375,-8632.6865234375,4.012166998329121,4.01171875,-0.0004482483291212702,3.530930799564885,3.45703125,-0.07389954956488509,0.4812361987642362,0.5546875,0.07345130123576382
train,C2H3N3O,rxn2164,9,-8635.049483337978,-8631.56301420521,-8632.838945329382,-8635.080078125,-8631.6015625,-8633.0224609375,3.4864691327675246,3.478515625,-0.00795350776752457,2.210538008595904,2.0576171875,-0.1529208210959041,1.2759311241716205,1.4208984375,0.14496731332837953
train,C2H3N3O,rxn2165,9,-8635.049483334167,-8631.735965791988,-8633.272324050851,-8635.080078125,-8631.828125,-8633.470703125,3.3135175421793974,3.251953125,-0.061564417179397424,1.7771592833159957,1.609375,-0.1677842833159957,1.5363582588634017,1.642578125,0.10621986613659828
train,C2H3N3O,rxn2166,9,-8635.049483337978,-8628.455023743296,-8628.543371541251,-8635.080078125,-8628.724609375,-8629.4345703125,6.594459594682121,6.35546875,-0.23899084468212095,6.506111796727055,5.6455078125,-0.8606039842270548,0.0883477979550662,0.7099609375,0.6216131395449338
train,C2H3N3O,rxn3194,9,-8635.759987763571,-8629.765282014394,-8632.603745625744,-8635.6240234375,-8629.8828125,-8632.7734375,5.994705749177228,5.7412109375,-0.2534948116772284,3.156242137827576,2.8505859375,-0.3056562003275758,2.8384636113496526,2.890625,0.05216138865034736
train,C2H3N3O,rxn3195,9,-8635.759987767107,-8633.646894016796,-8635.065878595968,-8635.6240234375,-8633.494140625,-8634.9765625,2.1130937503112364,2.1298828125,0.016789062188763637,0.6941091711396439,0.6474609375,-0.04664823363964388,1.4189845791715925,1.482421875,0.06343729582840751
train,C2H3N3O,rxn3440,9,-8635.779290133009,-8630.166344504594,-8632.741413581405,-8635.8486328125,-8630.3603515625,-8632.79296875,5.612945628414309,5.48828125,-0.12466437841430889,3.0378765516034036,3.0556640625,0.01778751089659636,2.5750690768109052,2.4326171875,-0.14245188931090524
train,C2H3N3O,rxn3441,9,-8635.779290133009,-8633.81764360216,-8634.0998362471,-8635.8486328125,-8633.91796875,-8634.1591796875,1.9616465308481565,1.9306640625,-0.030982468348156544,1.679453885908515,1.689453125,0.009999239091484924,0.28219264493964147,0.2412109375,-0.04098170743964147
train,C2H3N3O,rxn3442,9,-8635.779290133009,-8631.132430983771,-8632.196033205842,-8635.8486328125,-8631.2529296875,-8632.4677734375,4.646859149237571,4.595703125,-0.05115602423757082,3.583256927166076,3.380859375,-0.2023975521660759,1.063602222071495,1.21484375,0.1512415279285051
train,C2H3N3O,rxn3443,9,-8635.779290133009,-8633.3912411323,-8635.11088219393,-8635.8486328125,-8633.443359375,-8635.111328125,2.3880490007086337,2.4052734375,0.017224436791366315,0.6684079390779516,0.7373046875,0.0688967484220484,1.719641061630682,1.66796875,-0.05167231163068209
train,C2H3N3O,rxn3444,9,-8635.779290133009,-8633.62200709104,-8635.989175197563,-8635.8486328125,-8633.6689453125,-8636.078125,2.157283041968185,2.1796875,0.02240445803181501,-0.20988506455432798,-0.2294921875,-0.019607122945672018,2.367168106522513,2.4091796875,0.04201158097748703
train,C2H3N3O,rxn3445,9,-8635.779290133009,-8633.489729473751,-8635.481681271227,-8635.8486328125,-8633.5419921875,-8635.591796875,2.289560659257404,2.306640625,0.01707996574259596,0.2976088617815549,0.2568359375,-0.04077292428155488,1.9919517974758492,2.0498046875,0.05785289002415084
train,C2H3N3O,rxn3456,9,-8637.12771460725,-8633.348991533547,-8634.269302658224,-8637.12109375,-8633.470703125,-8634.2421875,3.778723073703077,3.650390625,-0.1283324487030768,2.858411949026049,2.87890625,0.020494300973950885,0.9203111246770277,0.771484375,-0.1488267496770277
train,C2H3N3O,rxn3457,9,-8637.12771460725,-8631.938750849347,-8633.007291382572,-8637.12109375,-8631.9775390625,-8633.1513671875,5.188963757902457,5.1435546875,-0.045409070402456564,4.120423224678234,3.9697265625,-0.15069666217823396,1.0685405332242226,1.173828125,0.1052875917757774
train,C2H3N3O,rxn3458,9,-8637.12771460725,-8634.41499716341,-8636.386898569604,-8637.12109375,-8634.3994140625,-8636.4296875,2.7127174438392103,2.7216796875,0.008962243660789682,0.7408160376453452,0.69140625,-0.049409787645345205,1.9719014061938651,2.0302734375,0.058372031306134886
train,C2H3N3O,rxn3459,9,-8637.12771460725,-8634.693290774674,-8636.746893990146,-8637.12109375,-8634.6806640625,-8636.7216796875,2.4344238325757033,2.4404296875,0.006005854924296727,0.38082061710338166,0.3994140625,0.018593445396618336,2.0536032154723216,2.041015625,-0.012587590472321608
train,C2H3N3O,rxn3460,9,-8637.12771460725,-8634.036491454022,-8635.573124373675,-8637.12109375,-8633.935546875,-8635.505859375,3.0912231532274745,3.185546875,0.09432372177252546,1.554590233574345,1.615234375,0.06064414142565511,1.5366329196531296,1.5703125,0.03367958034687035
train,C2H3N3O,rxn3461,9,-8637.12771460725,-8634.12365950111,-8636.177979918839,-8637.12109375,-8634.1240234375,-8636.1806640625,3.004055106139276,2.9970703125,-0.006984793639276177,0.9497346884108993,0.9404296875,-0.009305000910899253,2.054320417728377,2.056640625,0.002320207271623076
train,C2H3N3O,rxn3843,9,-8635.989102509693,-8633.371288764103,-8635.591497014626,-8636.078125,-8633.46484375,-8635.71875,2.617813745589956,2.61328125,-0.004532495589955943,0.39760549506718235,0.359375,-0.038230495067182346,2.2202082505227736,2.25390625,0.033697999477226404
train,C2H3N3O,rxn3844,9,-8635.989102509693,-8633.497075363357,-8635.469252117837,-8636.078125,-8633.572265625,-8635.6220703125,2.492027146336113,2.505859375,0.01383222866388678,0.5198503918563802,0.4560546875,-0.06379570435638016,1.972176754479733,2.0498046875,0.07762793302026694
train,C2H3N3O,rxn3845,9,-8635.989102509693,-8631.940527629831,-8633.461311819936,-8636.078125,-8632.0068359375,-8633.5810546875,4.048574879861917,4.0712890625,0.022714182638083003,2.5277906897572393,2.4970703125,-0.030720377257239306,1.5207841901046777,1.57421875,0.05343455989532231
train,C2H3N3O,rxn3846,9,-8635.989102509693,-8631.812362109142,-8632.247114121641,-8636.078125,-8631.9365234375,-8632.392578125,4.176740400551353,4.1416015625,-0.03513883805135265,3.74198838805205,3.685546875,-0.05644151305205014,0.4347520124993025,0.4560546875,0.02130267500069749
train,C2H3N3O,rxn3847,9,-8635.989102547624,-8632.065053935457,-8633.630385577126,-8636.078125,-8632.1298828125,-8633.666015625,3.9240486121670983,3.9482421875,0.024193575332901673,2.35871697049879,2.412109375,0.05339240450120997,1.5653316416683083,1.5361328125,-0.029198829168308293
